id,date,venue_name,race_number,course_in,player_name,move,second_place,lost_to,rank,flow,cabi,kawarizensoku,attack,pressure,block,three_hari,three_makurizashi,two_nokoshi,four_tsubushi,four_nokoshi,st_eval,two_shizumase,four_shizumase,makurizashi_flow_cabi
1,2025-05-14,蒲郡,12,1,池田　　浩二,逃げ,記録なし,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
2,2025-05-14,蒲郡,12,2,吉田　　拡郎,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
3,2025-05-14,蒲郡,12,3,新田　　雄史,展開差し・捲り差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
4,2025-05-14,蒲郡,12,4,深谷　　知博,差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
5,2025-05-14,蒲郡,12,5,渡邊　雄一郎,捲られ・叩かれ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
6,2025-05-14,蒲郡,12,6,藤原　　碧生,叩いて捲り差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
7,2025-05-13,常滑,1,1,高田　ひかる,逃げ,記録なし,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
8,2025-05-13,常滑,1,2,門田　　　栞,差し,,,着外,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
9,2025-05-13,常滑,1,3,勝浦　　真帆,後手捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
10,2025-05-13,常滑,1,4,清水　　愛海,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
11,2025-05-13,常滑,1,5,今井　　美亜,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
12,2025-05-13,常滑,1,6,高憧　　四季,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
13,2025-05-13,常滑,2,1,深尾　　巴恵,捲り差され,,5,3,0,,0,0,0,0,1,0,0,0,0,なし,0,0,0
14,2025-05-13,常滑,2,2,山川　美由紀,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
15,2025-05-13,常滑,2,3,寺田　　千恵,外マイ,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
16,2025-05-13,常滑,2,4,山下　　夏鈴,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
17,2025-05-13,常滑,2,5,西岡　　育未,1-2捲り差し,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
18,2025-05-13,常滑,2,6,三浦　　永理,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
19,2025-05-13,常滑,3,1,中田　　夕貴,捲られ,,4,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
20,2025-05-13,常滑,3,2,武井　莉里佳,捲られ・叩かれ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
21,2025-05-13,常滑,3,3,刑部　亜里紗,捲られ・叩かれ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,出遅（外より+0.10）,0,0,0
22,2025-05-13,常滑,3,4,井上　　遥妃,捲り,,,1,0,0.0,0,1,0,0,0,0,0,0,0,抜出（内より-0.10）,0,0,0
23,2025-05-13,常滑,3,5,平高　　奈菜,4捲り展開,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
24,2025-05-13,常滑,3,6,鎌倉　　　涼,4捲り展開,,,3,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
25,2025-05-13,常滑,4,1,岩崎　　芳美,逃げ,2,,,0,,0,0,0,0,1,0,0,0,0,なし,0,0,0
26,2025-05-13,常滑,4,2,平山　　智加,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
27,2025-05-13,常滑,4,3,清水　　沙樹,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
28,2025-05-13,常滑,4,4,魚谷　　香織,展開捲り差し・外マイ,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
29,2025-05-13,常滑,4,5,長嶋　　万記,1-2捲り差し,,,着外,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
30,2025-05-13,常滑,4,6,小芦　るり華,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
31,2025-05-13,常滑,5,1,野田　　彩加,捲り差され,,3,2,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
32,2025-05-13,常滑,5,2,富樫　　麗加,3捲り差され,,,3,0,0.0,0,0,0,0,0,1,0,0,0,なし,0,0,0
33,2025-05-13,常滑,5,3,平川　　香織,捲り差し,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
34,2025-05-13,常滑,5,4,谷川　　里江,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
35,2025-05-13,常滑,5,5,米丸　　乃絵,2-4捲り差し,,,着外,0,1.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
36,2025-05-13,常滑,5,6,細川　　裕子,捲り差し・外マイ,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
37,2025-05-13,常滑,6,1,川野　　芽唯,逃げ,記録なし,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
38,2025-05-13,常滑,6,2,堀之内紀代子,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
39,2025-05-13,常滑,6,3,喜多須　杏奈,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
40,2025-05-13,常滑,6,4,宇野　　弥生,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
41,2025-05-13,常滑,6,5,清水　　愛海,外マイ,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
42,2025-05-13,常滑,6,6,神里　　琴音,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
43,2025-05-13,常滑,7,1,深川　麻奈美,逃げ,3,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
44,2025-05-13,常滑,7,2,海野　ゆかり,差し,,,着外,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
45,2025-05-13,常滑,7,3,森下　　愛梨,外マイ,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
46,2025-05-13,常滑,7,4,高田　ひかる,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
47,2025-05-13,常滑,7,5,深尾　　巴恵,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
48,2025-05-13,常滑,7,6,山田　　理央,差し,,,3,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
49,2025-05-13,常滑,8,1,寺田　　千恵,捲られ,,4,3,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
50,2025-05-13,常滑,8,2,山口　真喜子,捲られ・叩かれ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,出遅（外より+0.10）,0,0,0
51,2025-05-13,常滑,8,3,井上　　遥妃,捲られ・叩かれ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
52,2025-05-13,常滑,8,4,高憧　　四季,捲り,,,2,0,0.0,0,1,0,0,0,0,0,0,0,なし,0,0,0
53,2025-05-13,常滑,8,5,前田　　紗希,4捲り展開,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
54,2025-05-13,常滑,8,6,大瀧　明日香,4捲り展開,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
55,2025-05-13,常滑,9,1,西岡　　育未,差され,,複数,3,1,,0,0,0,0,0,0,0,0,0,なし,0,0,0
56,2025-05-13,常滑,9,2,鎌倉　　　涼,差し,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
57,2025-05-13,常滑,9,3,大豆生田　蒼,後手捲り差し,,,着外,0,0.0,0,0,0,0,0,0,1,0,0,なし,0,0,0
58,2025-05-13,常滑,9,4,長嶋　　万記,差し,,,着外,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
59,2025-05-13,常滑,9,5,登　　みひ果,1-2捲り差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
60,2025-05-13,常滑,9,6,佐々木　裕美,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
61,2025-05-13,常滑,10,1,宇野　　弥生,逃げ,2,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
62,2025-05-13,常滑,10,2,勝浦　　真帆,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
63,2025-05-13,常滑,10,3,平山　　智加,外マイ,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
64,2025-05-13,常滑,10,4,米丸　　乃絵,差し,,,着外,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
65,2025-05-13,常滑,10,5,刑部　亜里紗,1-2捲り差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,1,なし,0,0,0
66,2025-05-13,常滑,10,6,関野　　　文,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
67,2025-05-13,常滑,11,1,平高　　奈菜,逃げ,記録なし,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
68,2025-05-13,常滑,11,3,今井　　美亜,展開差し・捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
69,2025-05-13,常滑,11,2,神里　　琴音,捲られ・叩かれ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,出遅（外より+0.10）,0,0,0
70,2025-05-13,常滑,11,4,三浦　　永理,展開捲り差し・外マイ,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
71,2025-05-13,常滑,11,5,野田　　彩加,展開差し・捲り差し・外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
72,2025-05-13,常滑,11,6,魚谷　　香織,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
73,2025-05-13,常滑,12,1,浜田　亜理沙,逃げ,3,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
74,2025-05-13,常滑,12,2,西橋　　奈未,差し,,,着外,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
75,2025-05-13,常滑,12,3,遠藤　　エミ,外マイ,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
76,2025-05-13,常滑,12,4,實森　　美祐,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
77,2025-05-13,常滑,12,5,川井　　　萌,1-2捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
78,2025-05-13,常滑,12,6,渡邉　　優美,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
79,2025-05-17,常滑,1,1,清水　　沙樹,差され,,2,2,0,,0,0,0,1,0,0,0,0,0,なし,0,0,0
80,2025-05-17,常滑,1,2,大瀧　明日香,捲られ・叩かれ,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
81,2025-05-17,常滑,1,3,武井　莉里佳,捲られ・叩かれ,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
82,2025-05-17,常滑,1,4,山田　　理央,ブロック負け,,,着外,0,0.0,0,1,0,0,0,0,0,0,0,なし,0,0,0
83,2025-05-17,常滑,1,5,川野　　芽唯,4捲り展開,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
84,2025-05-17,常滑,1,6,喜多須　杏奈,他艇捲り展開,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
85,2025-05-17,常滑,2,1,森下　　愛梨,逃げ,記録なし,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
86,2025-05-17,常滑,2,2,深川　麻奈美,外マイ,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
87,2025-05-17,常滑,2,3,佐々木　裕美,展開差し・捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
88,2025-05-17,常滑,2,4,海野　ゆかり,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
89,2025-05-17,常滑,2,5,谷川　　里江,展開差し・捲り差し・外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
90,2025-05-17,常滑,2,6,登　　みひ果,展開差し・捲り差し・外マイ,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
91,2025-05-19,浜名湖,1,1,渥美　　卓郎,逃げ,2,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
92,2025-05-19,浜名湖,1,2,上野　　秀和,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
93,2025-05-19,浜名湖,1,3,森作　　広大,外マイ,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
94,2025-05-19,浜名湖,1,4,有山　　　望,展開捲り差し・外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
95,2025-05-19,浜名湖,1,6,宮本　　夏樹,展開差し・捲り差し・外マイ,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
96,2025-05-19,浜名湖,1,5,松井　　貫太,展開差し・捲り差し・外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
97,2025-05-19,浜名湖,2,1,前川　　守嗣,捲り差され,,6,2,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
98,2025-05-19,浜名湖,2,2,明石　　正之,外マイ,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
99,2025-05-19,浜名湖,2,3,渡辺　　史之,2外被り,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
100,2025-05-19,浜名湖,2,4,鶴田　　勇雄,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,出遅（外より+0.10）,0,0,0
101,2025-05-19,浜名湖,2,5,黒井　　達矢,展開差し・捲り差し・外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,抜出（内より-0.10）,0,0,0
102,2025-05-19,浜名湖,2,6,石井　　伸長,展開差し・捲り差し・外マイ,,,1,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
103,2025-05-19,浜名湖,3,1,鈴木　　裕隆,逃げ,2,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
104,2025-05-19,浜名湖,3,2,大須賀　　友,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
105,2025-05-19,浜名湖,3,3,木下　　陽介,外マイ,,,着外,0,0.0,0,0,0,0,0,0,1,0,0,なし,0,0,0
106,2025-05-19,浜名湖,3,4,下條　雄太郎,差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
107,2025-05-19,浜名湖,3,5,原　　　豊土,1-2捲り差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,1,なし,0,0,0
108,2025-05-19,浜名湖,3,6,野間　　大樹,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
109,2025-05-19,浜名湖,4,1,金子　　賢志,差され,,2,2,1,,0,0,0,0,0,0,0,0,0,なし,0,0,0
110,2025-05-19,浜名湖,4,2,中島　　浩哉,差し,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
111,2025-05-19,浜名湖,4,3,坂井　　康嗣,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
112,2025-05-19,浜名湖,4,4,大崎　　　翔,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
113,2025-05-19,浜名湖,4,5,上田　　隆章,1-2捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
114,2025-05-19,浜名湖,4,6,岩下　　巧斗,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
115,2025-05-19,浜名湖,5,1,山田　　竜一,逃げ,4,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
116,2025-05-19,浜名湖,5,2,石川　　哲秀,差し,,,着外,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
117,2025-05-19,浜名湖,5,3,植田　　太一,捲り差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
118,2025-05-19,浜名湖,5,4,青木　　玄太,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
119,2025-05-19,浜名湖,5,6,有山　　　望,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
120,2025-05-19,浜名湖,5,5,平本　　真之,1-2捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
121,2025-05-19,浜名湖,6,1,佐竹　　恒彦,捲られ,,3,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
122,2025-05-19,浜名湖,6,2,伊達　　正利,捲られ・叩かれ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
123,2025-05-19,浜名湖,6,3,和田　　兼輔,絞り捲り,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
124,2025-05-19,浜名湖,6,6,石井　　伸長,他艇捲り展開,,,3,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
125,2025-05-19,浜名湖,6,4,松井　　貫太,3捲り展開,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,出遅（外より+0.10）,0,0,0
126,2025-05-19,浜名湖,6,5,太田　　和美,他艇捲り展開,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
127,2025-05-19,浜名湖,7,1,川上　　聡介,差され,,4,2,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
128,2025-05-19,浜名湖,7,2,木下　　陽介,差し,,,着外,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
129,2025-05-19,浜名湖,7,3,上野　　秀和,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
130,2025-05-19,浜名湖,7,4,前沢　　丈史,差し,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
131,2025-05-19,浜名湖,7,5,明石　　正之,1-2捲り差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,出遅（外より+0.10）,0,0,0
132,2025-05-19,浜名湖,7,6,土屋　　智則,差し,,,3,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
133,2025-05-19,浜名湖,8,1,中村　　　尊,逃げ,4,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
134,2025-05-19,浜名湖,8,2,原　　　豊土,差し,,,3,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
135,2025-05-19,浜名湖,8,3,大崎　　　翔,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
136,2025-05-19,浜名湖,8,4,長野　壮志郎,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
137,2025-05-19,浜名湖,8,5,渥美　　卓郎,捲られ・叩かれ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,出遅（外より+0.10）,0,0,0
138,2025-05-19,浜名湖,8,6,谷口　　　丞,展開差し・捲り差し・外マイ,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
139,2025-05-19,浜名湖,9,1,植田　　太一,逃げ,2,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
140,2025-05-19,浜名湖,9,2,三宅　　　潤,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,出遅（外より+0.10）,0,0,0
141,2025-05-19,浜名湖,9,3,石田　　貴洋,捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
142,2025-05-19,浜名湖,9,4,渡辺　　史之,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
143,2025-05-19,浜名湖,9,5,森作　　広大,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
144,2025-05-19,浜名湖,9,6,安河内　　将,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
145,2025-05-19,浜名湖,10,1,平本　　真之,逃げ,記録なし,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
146,2025-05-19,浜名湖,10,2,黒井　　達矢,3捲り差され,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
147,2025-05-19,浜名湖,10,3,鶴田　　勇雄,捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
148,2025-05-19,浜名湖,10,4,佐竹　　恒彦,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
149,2025-05-19,浜名湖,10,5,中島　　浩哉,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
150,2025-05-19,浜名湖,10,6,鈴木　　裕隆,捲り差し・外マイ,,,2,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
151,2025-05-19,浜名湖,11,1,太田　　和美,逃げ,3,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
152,2025-05-19,浜名湖,11,2,前沢　　丈史,3捲り差され,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
153,2025-05-19,浜名湖,11,3,青木　　玄太,捲り差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
154,2025-05-19,浜名湖,11,4,大須賀　　友,差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
155,2025-05-19,浜名湖,11,5,金子　　賢志,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
156,2025-05-19,浜名湖,11,6,前川　　守嗣,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
157,2025-05-19,浜名湖,12,1,土屋　　智則,逃げ,記録なし,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
158,2025-05-19,浜名湖,12,2,上田　　隆章,差し,,,着外,1,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
159,2025-05-19,浜名湖,12,3,下條　雄太郎,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
160,2025-05-19,浜名湖,12,4,和田　　兼輔,差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
161,2025-05-19,浜名湖,12,5,中村　　　尊,2-4捲り差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
162,2025-05-19,浜名湖,12,6,山田　　竜一,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
163,2025-05-20,大村,1,1,池田　　紫乃,差され,,4,2,1,,0,0,0,0,0,0,0,0,0,なし,0,0,0
164,2025-05-20,大村,1,2,河内　悠利杏,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
165,2025-05-20,大村,1,3,永田　　　楽,外マイ,,,着外,1,0.0,0,0,0,0,0,0,1,0,0,なし,0,0,0
166,2025-05-20,大村,1,4,西澤　日花里,差し,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
167,2025-05-20,大村,1,6,戸田　海咲音,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
168,2025-05-20,大村,1,5,前原　　　哉,1-2捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
169,2025-05-20,大村,2,1,冨名腰　桃奈,逃げ,2,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
170,2025-05-20,大村,2,2,宮崎　　安奈,差し,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
171,2025-05-20,大村,2,3,福山　恵里奈,外マイ,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
172,2025-05-20,大村,2,4,伊藤　　玲奈,差し,,,着外,0,1.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
173,2025-05-20,大村,2,5,原村　　百那,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
174,2025-05-20,大村,2,6,石村　日奈那,捲り差し・外マイ,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
175,2025-05-20,大村,3,1,島倉　　　都,捲られ,,2,2,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
176,2025-05-20,大村,3,2,片岡　　恵里,ツケマイ,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
177,2025-05-20,大村,3,3,南　　　彩寧,2外被り,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
178,2025-05-20,大村,3,4,村上　　奈穂,外マイ,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
179,2025-05-20,大村,3,5,北村　　寧々,展開差し・捲り差し・外マイ,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
180,2025-05-20,大村,3,6,赤松　　咲香,展開差し・捲り差し・外マイ,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
181,2025-05-20,大村,4,1,高橋　　淳美,逃げ,記録なし,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
182,2025-05-20,大村,4,2,本田　　　愛,外マイ,,,2,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
183,2025-05-20,大村,4,3,薮内　　瑞希,展開差し・捲り差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
184,2025-05-20,大村,4,4,塩崎　　桐加,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
185,2025-05-20,大村,4,5,津田　　裕絵,1-2捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
186,2025-05-20,大村,4,6,嶋田　　有里,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
187,2025-05-20,大村,5,1,笠野　友紀恵,逃げ,記録なし,,,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
188,2025-05-20,大村,5,2,平田　さやか,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
189,2025-05-20,大村,5,3,松尾　　夏海,差し,,,着外,0,0.0,0,0,0,0,0,0,1,0,0,なし,0,0,0
190,2025-05-20,大村,5,4,奥村　明日香,3差し被り,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,出遅（外より+0.10）,0,0,0
191,2025-05-20,大村,5,5,寺田　　空詩,2-4捲り差し,,,3,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
192,2025-05-20,大村,5,6,仁科　さやか,捲り差し・外マイ,,,2,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
193,2025-05-20,大村,6,1,谷口　　佳蓮,差され,,2,2,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
194,2025-05-20,大村,6,2,清埜　　翔子,差し,,,1,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
195,2025-05-20,大村,6,3,長尾　　萌加,後手捲り差し,,,3,0,0.0,0,0,0,0,0,0,1,0,0,なし,0,0,0
196,2025-05-20,大村,6,6,石村　日奈那,差し,,,着外,0,,0,0,0,0,0,0,0,0,0,なし,0,0,0
197,2025-05-20,大村,6,4,河内　悠利杏,差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,0,なし,0,0,0
198,2025-05-20,大村,6,5,水野　　望美,2-4捲り差し,,,着外,0,0.0,0,0,0,0,0,0,0,0,1,なし,0,0,0
199,2025-05-20,大村,7,1,落合　　直子,差され,,複数,着外,1,,0,0,0,0,0,0,0,0,0,なし,0,0,0
